psraid,state,density,cregion,usr,q1,q2,q3,q5,q7a,q7b,q7c,q7d,q9,q10,q15a,q15b,q15c,q15d,q15e,q16a,q16b,q16c,q16d,q16e,q20,q21,q22,q23,q24,q24oe_1,q24oe_2,q24oe_3,q25,q26,q27,q33,q34,q40,q46m1,q46m2,q47m1,q47m2,q47m3,q47m4,q47m5,q47m6,q47m7,q48,q49,q50,q51,q52,q55,q55af1,q55bf1,q55cf1,q55df1,q55ff2,q55gf2,q55hf2,q55if2,q58a,q58b,q61f1,q63f2,q64,q66,party,partyln,q68,q69,q70,q71a,q71b,q71c,q71d,q71e,q71f,q71g,q73,q74,q74a,q74a_OE1,q74a_OE2,q74a_OE3,q75,q76,q77,q78,q79a,q79b,q79c,q79d,q79e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birthhisp,chr,relig,born,attend,income,reg,ideo,teapart2,pvote12a,pvote12b,q83,hh1,hh3,lc3,money2,q24vb,q70os,q74avb
101868,27,3,2,S,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,2,2,2,2,1,1,1,,6,,,,,,,2,2,2,2,2,1,2,2,2,1,,,,,1,1,2,,1,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,74,4,2,1,,,,,,1,2,2,4,1,5,2,1,1,1,2,2,3,,,,
101870,27,1,2,R,1,2,9,2,3,4,1,4,3,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,98,,,2,2,2,3,1,2,1,5,3,2,,,,,,,1,2,2,2,1,2,2,1,2,,,,,1,2,1,,2,3,1,,1,,20,5,2,5,5,5,4,3,2,2,1,6,,,1,,1,1,2,3,2,2,1,2,53,6,2,1,,,,,,1,1,3,8,1,2,2,1,2,1,3,3,1,,NOT MINDING THEIR OWN BUSINESS,CONTALISA RICE,HEALTH CARE
101871,27,1,2,R,2,1,2,9,4,2,2,3,2,9,1,2,2,2,2,1,1,1,1,1,2,1,1,1,,,,,1,,2,2,1,2,1,2,4,,,,,,,2,2,1,1,1,1,1,1,1,1,,,,,1,1,2,,1,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,64,3,2,1,,,,,,2,1,4,6,1,3,3,1,1,1,2,2,2,,,,
101873,29,4,2,S,2,2,2,2,2,4,3,3,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,,,2,2,2,3,3,2,1,2,7,3,,,,,,2,2,2,2,2,1,,,,,1,1,1,1,1,2,,1,2,3,3,1,2,,99,1,3,2,1,3,2,2,1,2,1,1,98,,2,,1,1,3,1,1,3,1,1,79,4,2,1,,,,,,1,2,2,4,1,3,3,1,2,1,2,2,3,,TARGETING AREAS AND POLITICAL AREAS,,ABORTION AND WILLINGNESS TO SIT DOWN AND COMPROMISE INSTEAD OF OBJECTIONS AND TO EXPLAIN THEIR POSITIONS MORE FULLY INSTAED OF ARGUING
101880,47,2,3,S,2,2,1,2,4,1,1,4,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,3,,,1,,2,4,3,4,3,1,1,,,,,,,2,2,1,2,1,1,,,,,1,1,2,3,1,1,,1,2,2,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,52,5,2,1,,,,,,1,1,2,4,1,3,3,1,1,1,4,3,3,,JUST TO KEEP RECORDS ON EVERYONE,,
101890,17,5,2,S,2,1,2,1,4,2,2,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,4,,,1,,2,3,3,3,1,2,1,2,6,,,,,1,2,2,2,1,1,1,2,2,1,,,,,2,1,2,,2,1,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,58,6,2,2,,,,,,2,2,3,9,1,3,2,1,1,3,2,2,2,,TO BE NOSEY,,
101891,5,1,3,R,2,2,2,1,3,3,3,4,2,4,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,,,9,,2,4,3,3,1,2,5,,,,,,,1,2,2,1,2,1,2,2,2,2,,,,,1,2,2,,9,3,3,1,2,,5,3,3,3,8,8,3,3,2,2,1,80,,,2,,1,1,1,3,3,1,1,1,77,3,2,1,,,,,,1,1,2,6,1,3,2,1,2,1,2,2,2,,POLITICAL,,LOOKS TOWARDS TO TEA PARTY
101892,1,3,3,U,2,2,1,2,2,3,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,6,,,2,2,1,4,3,3,1,5,3,1,,,,,,,1,2,2,2,1,2,2,2,2,,,,,1,1,2,,1,3,3,1,1,,99,3,5,2,8,5,2,2,1,1,,,,,1,,1,2,3,3,3,3,3,2,63,4,2,1,,,,,,1,1,5,5,1,3,3,1,9,3,2,2,2,,SO MANY WAYS THEY CAN BE USING IT,,
101895,5,1,3,R,2,2,2,1,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,2,2,1,4,3,2,1,,2,,,,,,,2,2,1,1,2,1,,,,,2,2,2,2,1,1,,1,1,2,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,69,3,2,1,,,,,,1,1,2,1,1,3,3,1,1,2,1,,,,TO TAKE CARE OF THEMSELVES,,
101896,1,3,3,S,2,1,1,2,4,2,2,4,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,6,,,2,1,1,3,3,2,1,5,1,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,1,1,2,,2,1,3,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,60,6,2,1,,,,,,1,1,3,6,1,2,2,1,1,2,2,2,3,,I THINK THEY USE IT FOR ANY PURPOSE THAT THEY COME UPWITH.,,
101897,48,5,3,S,2,2,1,2,2,4,2,3,3,1,2,2,2,1,2,1,1,2,2,2,1,9,9,9,,,,,2,1,1,3,3,3,5,3,,,,,,,,,2,2,2,1,1,,,,,3,3,3,1,2,1,,9,2,3,3,1,1,,3,3,3,3,2,1,2,2,2,1,,,,,1,,2,2,2,2,3,3,2,2,70,6,2,1,,,,,,10,,5,10,1,1,1,1,2,1,2,2,3,,,,
101901,17,5,2,S,1,2,2,2,3,2,2,4,2,4,2,2,2,1,2,2,2,1,1,2,2,2,1,1,,,,,9,,1,3,2,9,1,,4,8,,,,,,2,2,9,2,2,1,,,,,1,1,1,3,2,1,,1,3,2,3,2,,9,,,,,,,,,,,,,,,,1,,,,,,,,1,84,8,2,1,,,,,,13,1,2,10,1,4,1,1,9,1,4,4,2,,,,
101906,1,2,3,U,2,9,2,2,3,3,4,4,3,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,,,,,1,,2,2,3,3,1,2,1,3,2,4,7,6,5,2,2,2,2,2,1,,,,,1,1,2,2,1,1,,1,2,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,75,3,2,2,,,,,,1,1,1,2,1,1,3,1,1,1,4,2,2,,,,
101914,51,1,3,S,2,2,1,2,2,3,3,2,3,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,98,,,2,1,1,4,2,2,1,3,7,,,,,,,1,9,2,2,2,1,,,,,2,2,1,1,2,1,,1,9,2,1,,1,,1,1,3,2,2,2,2,1,2,2,1,80,3,,1,,1,1,2,3,2,2,2,1,57,5,2,1,,,,,,2,2,9,10,1,2,1,1,2,1,9,9,,,THEIR USES IT FOR CHISTIE ODONELL RAN FOR THE IRS FOR USING HER AS A POLITICAL WEAPON AGAINST THE MEDIA DIDNT TALK ABOUT AND ONLY FOX NEWS ANT FOR NEW AND THE INTERNET TALKED ABOUT THIS,,"THEY NEED A MORE STRONGER CONSERVATIVE APPOACH, THAT APPROACH NEED TO A VERIFIABLE FENCE BEFORE AMESTY IS GRANTED"
101918,9,4,1,U,1,1,2,1,4,2,2,3,3,2,1,2,1,2,2,2,1,1,1,1,1,1,9,1,,,,,9,,2,4,1,2,2,1,3,7,,,,,,1,1,2,2,2,1,,,,,1,1,1,2,1,2,,1,1,1,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,54,6,2,2,,,,,,13,1,1,8,1,4,2,1,1,1,2,2,2,,,,
101920,42,2,1,S,1,2,2,1,1,3,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,4,,,9,,2,4,3,4,5,1,5,7,,,,,,,2,1,2,2,1,2,2,1,1,,,,,2,1,2,,2,3,1,,1,,99,5,8,8,5,5,3,2,1,1,,,,,2,,2,2,3,3,1,3,3,2,19,4,1,1,,,,1,,2,2,2,8,1,2,3,1,2,1,1,,,,TO CONTROL WHAT PEOPLE CAN OR CANNOT SAY IN THE COUNTRY.,,
101921,12,3,3,S,2,2,2,1,3,3,2,3,2,2,2,1,9,1,2,2,2,2,2,2,1,1,2,1,,,,,9,,1,3,1,1,2,1,1,,,,,,,2,2,1,2,1,1,2,2,1,1,,,,,1,1,2,,1,3,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,2,74,6,2,1,,,,,,1,2,3,8,1,3,2,2,,2,2,2,,,,,
101924,28,1,3,R,2,2,9,9,2,4,9,3,1,1,9,1,1,1,1,9,2,2,2,2,3,9,9,2,1,6,,,9,,2,3,2,4,1,,7,1,,,,,,1,2,2,2,9,1,,,,,3,1,3,1,1,1,,1,2,2,1,,1,,1,1,2,3,1,5,2,1,1,1,,,,,1,,9,1,2,2,1,3,9,2,76,3,2,1,,,,,,1,1,6,10,3,2,3,,,,1,,,,"DON'T KNOW WHAT THEY WOULD USE IT FOR, ANYTHING","JOHN WHATS HIS NAME, HEAD OF THE HOUSE",
101927,25,4,1,S,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,9,1,,,,,1,,2,3,1,2,1,,5,,,,,,,1,1,2,2,2,1,,,,,3,3,1,1,1,2,,1,2,2,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,2,62,4,2,1,,,,,,2,1,2,10,1,2,3,1,1,2,2,2,3,,,,
101935,21,4,3,U,2,2,1,2,4,3,2,4,1,4,2,1,1,2,2,2,1,1,1,2,1,2,1,1,,,,,1,,9,3,2,9,2,5,,,,,,,,,2,1,1,1,1,2,2,1,1,,,,,2,2,2,,2,1,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,68,4,2,1,,,,,2,11,,5,7,1,3,2,1,1,4,2,2,3,,,,
101936,51,1,3,S,2,1,2,9,4,2,3,4,1,9,1,1,2,2,2,2,1,1,2,1,2,1,1,1,,,,,2,9,9,2,2,9,2,1,1,7,5,6,4,3,2,2,2,2,2,2,1,,,,,1,1,1,9,1,1,,1,9,9,3,2,,3,,,,,,,,,,,,,,,,1,,,,,,,,2,82,4,2,1,5,,,,,13,1,1,4,1,9,2,1,1,1,2,2,,,,,
101937,5,1,3,R,2,2,2,1,2,3,3,2,3,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,,,,,2,2,2,3,2,3,5,,,,,,,,,,2,2,2,2,1,,,,,1,1,2,1,2,1,,2,1,3,3,1,1,,99,3,3,2,5,3,5,2,2,2,1,7,,,2,,1,1,1,3,1,1,3,2,21,4,2,1,,,,,,1,9,2,2,1,3,3,2,,4,4,4,1,,,,TAXES
101939,47,2,3,S,9,1,2,1,4,2,9,4,1,9,1,1,2,2,2,2,1,1,1,1,2,1,1,1,,,,,1,,1,2,1,2,1,2,2,,,,,,,2,2,2,1,2,1,1,1,2,1,,,,,2,2,1,,1,1,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,99,7,2,1,,,,,,1,2,2,9,1,3,2,1,1,1,2,2,2,,,,
101941,26,3,2,U,2,2,2,2,4,2,4,4,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,8,,,1,,1,2,3,3,5,1,7,,,,,,,,2,2,2,2,1,,,,,1,1,2,1,1,1,,1,2,2,3,1,2,,88,4,3,2,2,1,2,3,1,1,,,,,3,,1,2,3,3,3,1,3,2,19,3,1,7,,,,1,,13,2,2,1,1,3,3,2,,4,5,4,2,,ANYTHING THAT WOULD INVOVLE CASES OF CRIMES,,
101942,27,5,2,S,1,1,1,1,3,2,9,3,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,,,,,1,,1,3,1,2,5,3,,,,,,,,,2,2,2,2,1,2,1,2,1,,,,,2,2,2,,1,1,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,41,8,2,1,,,,,,1,2,2,9,1,4,2,1,1,3,5,2,2,,,,
101952,54,3,3,U,2,2,1,1,1,4,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,,,2,2,1,3,2,3,1,2,7,,,,,,,2,2,2,2,2,1,2,2,2,2,,,,,2,1,2,,1,2,1,,1,,7,1,1,1,1,1,1,1,1,2,1,3,,,3,,1,1,3,3,3,3,3,2,55,3,2,1,,,,,,1,1,2,3,1,2,1,1,2,1,2,2,3,,ERIC HOLDER USES THIS ON THE FOX NEW GUYS.,,"RIGHT NOW, THE BORDER FIRST AND THEN THE ILLEGALIZING THE IMMIGRANTS"
101954,54,1,3,R,1,1,2,1,2,2,2,2,3,2,9,9,9,2,2,2,1,1,2,1,2,9,9,2,1,99,,,2,9,2,2,3,3,1,2,4,,,,,,,2,2,1,2,2,1,,,,,1,1,1,9,1,1,,1,1,2,2,,,2,,,,,,,,,,,,,,,,9,,,,,,,,2,87,3,2,1,,,,,,1,1,2,3,1,3,3,1,1,1,1,,,,I DONT KNOW,,
101956,48,5,3,U,2,1,2,1,3,3,8,4,2,2,1,2,2,2,2,1,2,1,2,2,3,2,2,1,,,,,9,,1,4,3,3,1,3,7,2,,,,,,2,1,2,2,2,1,1,2,2,2,,,,,1,1,2,,1,3,3,1,2,,99,4,3,2,2,4,1,9,1,2,1,98,,,2,,1,1,2,1,2,2,2,2,61,2,2,2,,,,,,1,1,2,2,2,2,3,,,,1,,,,,,BETTER SERVING THE PEOPLE
101964,36,2,1,S,2,2,1,2,4,4,2,3,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,,,2,9,1,3,3,1,1,,8,,,,,,,2,2,9,2,1,1,3,2,1,1,,,,,1,2,2,,1,2,1,,9,,88,8,8,8,5,5,3,8,1,2,9,99,,,2,,1,1,3,3,1,3,1,1,38,5,2,1,,,,,,12,,4,4,1,2,3,2,,1,1,,,,"DOMESTIC IN COUNTRY, BIG BROTHER WATCHING EVERYONE",,
101965,29,5,2,U,2,1,2,1,3,2,3,4,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,8,,,9,,2,2,1,3,5,1,6,7,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,2,1,,2,1,3,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,58,8,2,2,,,,,,1,1,3,7,1,4,2,1,1,3,3,3,2,,CRIMINAL INVESTIGATIONS,,
101970,37,2,3,S,9,2,9,9,2,3,9,9,2,9,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,,,,2,2,1,4,3,3,2,1,2,,,,,,,1,2,1,2,1,1,,,,,1,1,2,9,2,1,,1,1,2,3,1,2,,99,2,5,2,3,8,9,1,2,2,1,99,,,9,,1,2,3,3,1,3,3,2,67,3,2,1,,,,,,1,1,2,5,1,3,2,1,2,1,1,,,,,,SEVERAL
101977,17,3,2,U,1,1,1,1,3,2,2,4,2,2,1,2,2,2,2,1,2,2,2,2,2,1,9,2,1,2,,,1,,2,3,3,1,5,1,3,,,,,,,,9,2,2,2,1,2,2,2,1,,,,,1,2,1,,2,2,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,74,8,2,1,,,,,,12,,4,10,1,3,2,1,1,2,2,2,2,,POLITICVAL ENDS,,
101978,55,3,2,U,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,3,2,2,1,,,,,1,,2,3,1,2,1,3,7,,,,,,,2,2,1,2,2,1,,,,,1,1,1,2,1,1,,1,2,2,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,54,5,2,1,,,,,,1,2,4,1,1,3,3,1,1,1,1,,,,,,
101980,53,1,4,S,2,2,9,9,1,8,1,2,3,9,2,1,1,1,1,1,1,2,1,1,1,2,9,2,9,99,,,9,,2,4,2,2,1,,7,4,,,,,,2,1,1,1,1,1,,,,,1,1,2,9,1,2,,1,1,9,1,,2,,99,2,5,1,8,5,5,8,1,9,,,,,9,,2,2,9,9,9,9,9,2,47,5,2,1,,,,,,1,2,4,2,3,4,1,,,,1,,,,,,
101985,47,3,3,U,2,2,9,9,3,3,2,3,2,9,2,1,1,1,1,2,2,1,1,2,2,1,9,2,9,99,,,2,2,2,4,3,2,3,2,,,,,,,,1,1,2,2,2,1,2,2,2,2,,,,,1,1,2,,1,2,3,1,1,,99,2,5,2,2,5,5,2,1,1,,,,,3,,2,2,2,3,1,3,3,2,38,6,2,1,,,,,,13,1,3,7,3,2,3,,,,3,2,1,,,,
101989,5,1,3,R,2,2,9,1,4,4,3,3,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,9,,,2,1,1,4,3,2,1,5,1,,,,,,,,2,1,2,2,1,,,,,1,1,1,2,1,1,,1,1,2,3,1,2,,9,3,3,3,2,2,3,2,1,2,9,99,,,2,,1,1,2,1,2,1,3,1,55,4,2,1,,,,,,1,2,1,4,2,4,3,,,,5,1,1,,THERE COULD BE PEOPLE SELLING TO OTHER COUNTRIES,,
101990,49,4,4,S,1,1,9,2,4,2,2,4,2,2,1,1,2,2,2,2,1,1,1,1,2,9,1,2,9,99,,,2,1,2,3,2,2,2,1,1,,,,,,,1,1,2,2,1,1,,,,,3,1,3,2,1,2,,2,2,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,44,8,2,1,,,,,,12,,5,8,1,3,2,1,1,4,2,2,1,,,,
101995,20,3,2,U,2,2,1,2,4,4,2,4,3,1,2,2,9,1,9,1,2,1,1,2,1,2,9,2,1,2,,,2,2,2,4,2,2,5,1,5,7,,,,,,,2,2,2,2,1,,,,,1,2,1,1,2,9,,9,2,2,3,1,2,,88,2,2,2,2,8,5,2,1,1,,,,,3,,1,2,1,1,9,3,3,2,68,6,2,1,,,,,,12,,4,3,1,3,3,1,9,2,1,,,,"IN POLITICS: TO HELP GET THEMSELVES REELECTED, BY UNDERSTANDING HOW AMERICANS FEEL. THIS HELPS THEM KNOW WHERE TO GO TO GET THE MONEY.",,
102004,6,2,4,S,1,9,2,2,3,1,3,3,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,9,,,,,9,,2,4,3,2,3,4,,,,,,,,1,1,9,1,2,1,1,3,2,1,,,,,2,1,2,,1,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,39,8,2,1,,,,,,2,1,2,8,1,2,3,1,1,1,4,2,2,,,,
102007,4,3,4,S,2,2,1,2,2,4,9,4,1,4,2,1,1,1,1,1,2,2,2,1,1,1,1,1,,,,,2,1,2,4,1,1,2,3,,,,,,,,2,2,2,2,2,1,,,,,2,2,1,1,1,2,,2,2,2,1,,9,,88,2,2,4,8,5,2,2,2,2,1,2,,,3,,2,2,2,1,1,2,2,1,47,7,2,1,,,,,,1,2,3,5,1,2,9,1,9,1,4,2,1,,,,SOCIAL ISSUES: STUFF THAT IN THE GRAND SCHEME OF THINGS DOESN'T REALLY MATTER SUCH AS GAY MARRIAGE.
102011,6,4,4,S,2,2,2,1,4,3,4,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,,,2,9,1,4,3,1,1,5,3,,,,,,,,9,2,2,2,1,,,,,2,2,1,2,2,1,,1,1,1,2,,,1,,,,,,,,,,,,,,,,2,,,,,,,,2,74,5,2,1,,,,,,14,,2,3,1,5,2,1,1,1,1,,,,ANYTHIGN THEY WANT TO,,
102013,49,1,4,R,2,2,9,9,9,4,2,3,2,3,2,1,2,1,2,1,2,2,2,2,2,1,2,2,9,99,,,9,,2,3,1,2,1,5,4,,,,,,,,1,2,2,2,1,,,,,2,2,1,1,1,1,,1,1,2,1,,1,,9,8,2,5,5,5,5,8,1,2,9,99,,,1,,1,9,2,3,1,9,9,2,52,5,2,1,,,,,,1,2,4,8,2,2,3,,,,2,2,2,,,,
102023,53,1,4,U,9,1,1,2,3,2,2,3,2,3,1,1,1,1,2,2,2,1,1,1,1,1,1,9,,,,,1,,1,3,3,1,2,1,9,,,,,,,2,2,2,2,1,1,,,,,1,3,3,3,2,2,,1,1,2,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,80,8,2,1,,,,,,1,2,4,6,1,3,2,1,1,1,2,2,,,,,
102027,6,3,4,S,2,2,1,2,2,4,2,4,3,2,2,1,1,1,1,1,1,2,1,2,1,1,1,9,,,,,2,2,1,4,2,1,2,1,9,,,,,,,2,2,1,2,2,1,1,2,1,1,,,,,2,2,2,,1,3,1,,1,,20,5,5,1,3,5,2,5,2,1,,,,,1,,1,1,3,1,1,2,3,2,70,6,2,1,,,,,,1,2,2,5,1,2,1,1,2,2,1,,,,,COLIN POWELL,
102034,35,1,4,R,2,2,1,2,2,3,2,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,7,,2,9,2,4,3,3,1,5,7,5,,,,,,,1,1,2,1,1,1,2,2,1,,,,,2,1,1,,1,3,1,,2,,10,3,5,2,2,5,8,2,2,2,1,6,3,,2,,2,1,2,3,1,1,1,2,56,6,2,1,,,,,,2,2,2,4,1,2,1,1,2,3,1,,,,THEY MAYBE TARGETING THE INDIVIDUALS GROUPS THE TEA PARTY POLITICAL GROUP OR RELIGIOUS ANYTHING AT THE TIME,,HEALTH CARE IMMIGRATION
102038,35,1,4,S,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,,,,,2,2,1,4,2,2,3,5,,,,,,,,,1,2,2,1,1,1,2,1,1,,,,,1,1,2,,1,1,2,,,2,,,,,,,,,,,,,,,,2,,,,,,,,2,40,6,1,1,,,,1,,2,2,1,6,1,3,1,1,1,1,4,3,1,,,,
102040,6,3,4,U,1,1,9,1,4,3,2,4,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,,,,,2,2,1,2,1,1,2,,,,,,,,,1,2,2,9,2,1,2,1,1,1,,,,,2,2,1,,2,2,1,,2,,88,4,3,2,3,5,2,4,2,2,1,1,2,7,2,,1,1,3,1,1,3,1,2,63,6,2,1,,,,,,9,,6,9,1,2,2,1,1,1,2,2,1,,,,"ABORTION, GAY ISSUES, TAXATION"
102041,41,4,4,U,2,1,1,2,3,2,3,4,3,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,10,,,2,2,1,4,3,2,2,4,,,,,,,,1,2,2,2,2,1,2,2,2,2,,,,,1,1,2,,1,1,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,69,2,2,1,,,,,,12,,6,2,1,3,2,1,1,2,1,,,,IRS TAX PURPOSES,,
102043,35,1,4,R,2,1,1,2,4,2,2,4,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,4,,1,,2,2,1,2,1,2,5,4,7,,,,,2,1,2,2,2,1,,,,,2,2,1,1,1,1,,1,2,2,2,,,2,,,,,,,,,,,,,,,,3,,,,,,,,2,70,3,1,1,,,,1,,2,2,2,6,1,3,2,1,1,1,2,2,2,,DESIGNATING PEOPLE THEY NEED TO WATCH CLOSER,,
102045,4,1,4,S,2,2,1,1,2,2,2,2,2,4,2,1,1,2,1,2,1,1,2,1,2,2,2,2,9,99,,,2,1,1,4,3,3,5,9,,,,,,,,,2,2,2,2,1,,,,,2,2,1,1,2,1,,1,2,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,5,2,1,,,,,,1,1,3,1,3,3,1,,,,3,3,2,,,,
102046,4,3,4,S,2,2,1,2,2,4,8,4,4,2,2,1,1,1,1,1,2,2,2,1,2,1,9,2,9,99,,,2,1,2,4,3,3,9,,,,,,,,,1,2,2,2,2,1,,,,,2,2,1,1,2,1,,1,1,2,1,,1,,9,3,8,3,2,5,3,2,1,2,9,99,,,1,,2,2,2,3,2,1,2,2,65,8,2,1,,,,,,3,2,2,7,1,2,3,1,2,1,1,,,,,,
102052,4,2,4,U,2,1,2,1,3,3,3,3,3,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,,,2,2,2,2,1,3,1,2,1,,,,,,,1,1,1,2,2,1,2,2,2,1,,,,,1,1,2,,1,2,2,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,72,8,1,1,,,,3,,2,2,1,5,1,2,3,1,1,2,3,3,3,,FIND PEOPLE WHO AVOID THEM AND GET IN PEOPLES BUSINESS,,
102053,4,3,4,U,2,2,1,2,2,4,3,4,3,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,,,2,2,2,4,3,3,2,1,7,1,3,,,,,1,2,2,2,2,1,,,,,1,1,1,2,1,1,,1,1,3,3,1,2,,4,3,5,2,1,5,2,1,9,2,1,60,,,1,,1,2,2,3,3,3,9,2,68,5,2,1,,,,,,1,1,3,2,1,2,1,1,2,4,2,2,1,,I BELIEVE THIS PARTICULAR ADMINISTRATION IS DOWNRIGHT SNEAKY DIRTY AND THEIR LYING TO THE AMERICAN PEOPLE,,MORE IN TOUCH WITH THE MINORTIES
102054,6,4,4,U,1,1,1,1,9,2,9,2,1,9,1,1,1,1,1,1,1,1,1,1,3,1,9,1,,,,,9,,1,2,1,3,3,,,,,,,,,1,2,2,2,2,1,,,,,9,1,9,2,1,1,,2,1,3,3,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,1,75,9,2,1,,,,,,13,9,4,9,1,2,3,1,1,4,1,,,,,,
102056,16,2,4,U,2,2,2,1,8,8,8,8,2,2,1,9,1,1,1,1,1,2,2,2,3,2,9,9,,,,,9,,2,4,1,9,1,2,4,,,,,,,2,9,1,2,2,1,2,2,2,2,,,,,9,1,2,,2,9,1,,2,,99,5,5,5,5,5,5,5,2,2,9,99,,,9,,2,9,9,9,9,9,9,2,73,3,2,1,,,,,,1,1,2,10,3,3,3,,,,1,,,,,,
102072,6,2,4,S,2,9,2,1,3,9,9,3,3,1,1,9,9,2,2,2,2,1,1,1,2,1,1,2,1,6,,,9,,1,4,3,4,1,,9,,,,,,,2,2,1,2,1,1,,,,,1,1,1,1,2,2,,9,1,3,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,50,1,1,9,,,,3,,2,1,4,4,1,4,3,2,,3,6,2,3,,I THINK THEY DONT DO EXACTLY WHAT THEY NEED TO DO,,
102073,6,5,4,S,2,1,1,2,3,3,2,4,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,,,2,1,1,3,1,4,2,1,2,,,,,,,2,2,2,2,2,1,2,2,2,1,,,,,1,1,2,,1,2,3,2,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,19,4,2,1,,,,,,2,2,2,10,1,3,2,1,3,9,4,4,2,,POLITICAL POLLING,,
102083,41,1,4,S,2,2,1,2,3,9,3,3,4,1,2,1,1,1,2,1,2,2,2,2,1,2,2,9,,,,,9,,1,9,3,3,5,1,7,,,,,,,,2,1,2,9,1,,,,,2,9,9,2,1,1,,1,1,3,3,1,1,,88,3,3,9,2,2,1,3,2,2,1,3,,,1,,1,2,2,2,9,1,3,1,63,5,2,1,,,,,,13,2,3,10,1,3,1,1,2,1,2,2,2,,,,UPDATE THEIR THINKING ON IMMIGRATION
102087,6,2,4,S,2,2,9,9,2,3,9,9,3,9,2,2,1,9,1,1,2,2,2,2,3,9,9,2,9,99,,,9,,1,4,3,4,6,,,,,,,,,2,9,2,2,2,1,2,2,2,2,,,,,1,9,2,,3,3,1,,1,,99,5,5,5,5,5,5,5,2,2,9,99,,,1,,2,1,2,2,2,2,9,2,82,3,2,1,,,,,,1,1,1,10,1,2,3,1,4,1,9,9,2,,,,
