SEX,pop,geog,BIBLIO,POPUL,GOL,XCB,BBH,ZYB,NPH,NLH,NLB,OBH,OBB,BPL,BNL
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,191,NA,NA,NA,71,50,21,34,45,95,108
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,193,146,132,NA,73,52,21,34,44,98,108
1,histw,B,MORANT 1931,Anglais London Spitalfields,184,146,134,NA,71,54,26,32,44,107,108
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,191,,134,NA,NA,NA,NA,NA,NA,NA,109
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,186,121,137,NA,NA,NA,NA,NA,NA,NA,109
1,histw,B,MORANT 1931,Anglais London Spitalfields,194,141,141,NA,NA,NA,NA,NA,NA,NA,109
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,199,139,141,NA,73,53,24,37,44,105,111
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,195,NA,122,NA,NA,NA,NA,NA,NA,NA,112
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,196,141,139,NA,75,56,26,34,45,102,112
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,198,141,138,NA,NA,NA,NA,NA,NA,NA,113
1,histw,B,MORANT 1931,Anglais London Spitalfields,185,NA,143,NA,70,50,22,NA,NA,NA,113
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,,139,NA,NA,NA,NA,NA,NA,NA,115
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,142,NA,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,144,NA,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,176,146,NA,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,174,137,119,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,,137,125,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,175,132,127,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,145,127,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,,135,128,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,186,146,128,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,NA,129,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,,135,129,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,174,136,129,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,144,129,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,149,129,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,NA,131,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,141,131,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,151,131,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,172,142,132,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,143,132,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,,132,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,,132,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,172,142,133,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,145,133,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,145,133,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,206,146,134,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,,,134,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,154,135,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,176,141,136,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,,144,136,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,145,136,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,154,137,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,193,145,138,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,175,147,138,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,147,139,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,141,143,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,174,NA,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,171,NA,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,177,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,178,NA,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,181,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,189,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,194,NA,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,NA,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,175,125,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,162,127,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,127,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,NA,128,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,177,128,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,184,128,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,179,129,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,184,129,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,,129,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,168,131,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,,131,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,163,132,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,172,132,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,174,132,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,132,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,165,133,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,167,133,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,171,133,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,174,133,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,174,133,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,133,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,183,133,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,185,133,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,173,134,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,173,134,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,181,134,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,134,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,183,134,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,134,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,178,135,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,135,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,183,135,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,184,135,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,163,136,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,171,136,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,175,136,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,177,136,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,178,136,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,136,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,136,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,192,136,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,NA,137,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,137,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,174,137,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,183,137,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,137,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,138,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,NA,138,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,166,138,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,173,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,181,138,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,181,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,138,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,195,138,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,NA,139,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,NA,139,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,166,139,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,171,139,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,174,139,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,139,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,178,139,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,139,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,181,139,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,191,139,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,168,141,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,141,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,141,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,141,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,189,141,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,191,141,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,199,141,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,177,142,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,177,142,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,178,142,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,142,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,182,142,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,185,142,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,189,142,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,192,142,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,177,143,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,179,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,184,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,185,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,186,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,143,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,188,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,192,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,199,143,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,143,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,166,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,172,144,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,176,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,181,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,181,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,181,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,186,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,186,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,187,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,198,144,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,144,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,163,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,172,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,176,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,145,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,188,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,189,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,145,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,146,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,168,146,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,179,146,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,181,146,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,185,146,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,146,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,147,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,147,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,178,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,178,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,184,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,186,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,201,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,,148,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,149,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,179,149,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,182,149,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,191,149,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,197,149,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,165,151,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,168,151,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,191,151,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,193,151,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,,151,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,175,152,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,178,152,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,198,152,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,152,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,176,153,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,153,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,,156,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,183,158,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,McDONELL 1904,Anglais London Whitechap. 17e s Great Plague,192,158,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,178,162,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,NA,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,162,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,162,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,162,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,164,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,166,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,167,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,167,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,168,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,168,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,168,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,169,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,169,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,171,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,173,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,173,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,173,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,174,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,174,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,175,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,175,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,176,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,176,,,NA,NA,NA,NA,NA,NA,NA,
1,histw,B,MORANT 1931,Anglais London Spitalfields,177,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,178,,,NA,NA,NA,NA,NA,NA,NA,
2,histw,B,MORANT 1931,Anglais London Spitalfields,178,,,NA,NA,NA,NA,NA,NA,NA,
